% Column 0: Length, mm
% Column 1: B.n, Tesla
0.00000000e+000	4.22570681e-002	
6.33969123e-002	4.23208410e-002	
1.26793825e-001	4.23846140e-002	
1.90190737e-001	4.24483870e-002	
2.53587649e-001	4.25121601e-002	
3.16984562e-001	4.25893311e-002	
3.80381474e-001	4.26691285e-002	
4.43778386e-001	4.27489258e-002	
5.07175299e-001	4.28287231e-002	
5.70572211e-001	4.29224876e-002	
6.33969123e-001	4.30130701e-002	
6.97366036e-001	4.31036526e-002	
7.60762948e-001	4.31942351e-002	
8.24159860e-001	4.33033694e-002	
8.87556773e-001	4.34304480e-002	
9.50953685e-001	4.35657834e-002	
1.01435060e+000	4.37122264e-002	
1.07774751e+000	4.38604165e-002	
1.14114442e+000	4.39829951e-002	
1.20454133e+000	4.41055738e-002	
1.26793825e+000	4.42281524e-002	
1.33133516e+000	4.43602535e-002	
1.39473207e+000	4.45355720e-002	
1.45812898e+000	4.47129699e-002	
1.52152590e+000	4.49093751e-002	
1.58492281e+000	4.51184094e-002	
1.64831972e+000	4.52753432e-002	
1.71171663e+000	4.54322770e-002	
1.77511355e+000	4.55892107e-002	
1.83851046e+000	4.57461445e-002	
1.90190737e+000	4.59642121e-002	
1.96530428e+000	4.61928328e-002	
2.02870119e+000	4.64435771e-002	
2.09209811e+000	4.67008999e-002	
2.15549502e+000	4.69486785e-002	
2.21889193e+000	4.71658821e-002	
2.28228884e+000	4.73830858e-002	
2.34568576e+000	4.76002894e-002	
2.40908267e+000	4.78623127e-002	
2.47247958e+000	4.81648872e-002	
2.53587649e+000	4.84602319e-002	
2.59927341e+000	4.87464886e-002	
2.66267032e+000	4.90664383e-002	
2.72606723e+000	4.93841874e-002	
2.78946414e+000	4.97072025e-002	
2.85286105e+000	5.00438152e-002	
2.91625797e+000	5.03777612e-002	
2.97965488e+000	5.07008518e-002	
3.04305179e+000	5.10353321e-002	
3.10644870e+000	5.14572235e-002	
3.16984562e+000	5.19091648e-002	
3.23324253e+000	5.23114901e-002	
3.29663944e+000	5.27138154e-002	
3.36003635e+000	5.31161406e-002	
3.42343327e+000	5.35184659e-002	
3.48683018e+000	5.41024447e-002	
3.55022709e+000	5.47137013e-002	
3.61362400e+000	5.52176129e-002	
3.67702091e+000	5.56925588e-002	
3.74041783e+000	5.63368014e-002	
3.80381474e+000	5.69883566e-002	
3.86721165e+000	5.76515692e-002	
3.93060856e+000	5.83218186e-002	
3.99400548e+000	5.90296025e-002	
4.05740239e+000	5.97691475e-002	
4.12079930e+000	6.04792530e-002	
4.18419621e+000	6.11547621e-002	
4.24759313e+000	6.20088558e-002	
4.31099004e+000	6.29797286e-002	
4.37438695e+000	6.39693058e-002	
4.43778386e+000	6.50034091e-002	
4.50118078e+000	6.60514254e-002	
4.56457769e+000	6.71505820e-002	
4.62797460e+000	6.82804955e-002	
4.69137151e+000	6.96127687e-002	
4.75476842e+000	7.10528904e-002	
4.81816534e+000	7.25331237e-002	
4.88156225e+000	7.40133570e-002	
4.94495916e+000	7.59570492e-002	
5.00835607e+000	7.79160388e-002	
5.07175299e+000	7.96974394e-002	
5.13514990e+000	8.14560290e-002	
5.19854681e+000	8.32146186e-002	
5.26194372e+000	8.49732083e-002	
5.32534064e+000	8.80313452e-002	
5.38873755e+000	9.12903074e-002	
5.45213446e+000	9.44800840e-002	
5.51553137e+000	9.76310235e-002	
5.57892828e+000	1.00791944e-001	
5.64232520e+000	1.03960805e-001	
5.70572211e+000	1.06102158e-001	
5.76911902e+000	1.07114208e-001	
5.83251593e+000	1.06265446e-001	
5.89591285e+000	1.00189161e-001	
5.95930976e+000	9.41128761e-002	
6.02270667e+000	8.80365915e-002	
6.08610358e+000	8.17026126e-002	
6.14950050e+000	7.45082861e-002	
6.21289741e+000	6.77896835e-002	
6.27629432e+000	6.37963324e-002	
6.33969123e+000	6.11870217e-002	
6.40308814e+000	5.84948973e-002	
6.46648506e+000	5.58027729e-002	
6.52988197e+000	5.32714702e-002	
6.59327888e+000	5.07426583e-002	
6.65667579e+000	4.90867911e-002	
6.72007271e+000	4.75249338e-002	
6.78346962e+000	4.63586566e-002	
6.84686653e+000	4.52787238e-002	
6.91026344e+000	4.56464714e-002	
6.97366036e+000	4.50371912e-002	
7.03705727e+000	4.43215047e-002	
7.10045418e+000	4.35502589e-002	
7.16385109e+000	4.30498506e-002	
7.22724801e+000	4.27496251e-002	
7.29064492e+000	4.24893468e-002	
7.35404183e+000	4.22701433e-002	
7.41743874e+000	4.30430664e-002	
7.48083565e+000	4.29140721e-002	
7.54423257e+000	4.28480748e-002	
7.60762948e+000	4.29104673e-002	
7.67102639e+000	4.30081606e-002	
7.73442330e+000	4.32133498e-002	
7.79782022e+000	4.34185390e-002	
7.86121713e+000	4.36237282e-002	
7.92461404e+000	4.46933064e-002	
7.98801095e+000	4.51145594e-002	
8.05140787e+000	4.55362369e-002	
8.11480478e+000	4.62634362e-002	
8.17820169e+000	4.69906354e-002	
8.24159860e+000	4.75849765e-002	
8.30499551e+000	4.81676780e-002	
8.36839243e+000	4.90689249e-002	
8.43178934e+000	5.00319779e-002	
8.49518625e+000	5.19785596e-002	
8.55858316e+000	5.32614744e-002	
8.62198008e+000	5.43312790e-002	
8.68537699e+000	5.52978152e-002	
8.74877390e+000	5.68599865e-002	
8.81217081e+000	5.88332325e-002	
8.87556773e+000	6.07165455e-002	
8.93896464e+000	6.25133492e-002	
9.00236155e+000	6.53294370e-002	
9.06575846e+000	6.80895048e-002	
9.12915538e+000	7.12120292e-002	
9.19255229e+000	7.50201695e-002	
9.25594920e+000	7.88753395e-002	
9.31934611e+000	8.28616882e-002	
9.38274302e+000	8.72246839e-002	
9.44613994e+000	9.32811504e-002	
9.50953685e+000	9.99785246e-002	
9.57293376e+000	1.08999785e-001	
9.63633067e+000	1.18058844e-001	
9.69972759e+000	1.29174257e-001	
9.76312450e+000	1.40289671e-001	
9.82652141e+000	1.58453243e-001	
9.88991832e+000	1.77097910e-001	
9.95331524e+000	1.92789017e-001	
1.00167121e+001	2.07975917e-001	
1.00801091e+001	2.27781299e-001	
1.01435060e+001	2.48227683e-001	
1.02069029e+001	2.70635616e-001	
1.02702998e+001	2.93923768e-001	
1.03336967e+001	3.17882621e-001	
1.03970936e+001	3.42273441e-001	
1.04604905e+001	3.66664261e-001	
1.05238874e+001	3.91055081e-001	
1.05872844e+001	4.28933567e-001	
1.06506813e+001	4.78558034e-001	
1.07140782e+001	5.28790473e-001	
1.07774751e+001	5.80090503e-001	
1.08408720e+001	6.20921272e-001	
1.09042689e+001	6.34904352e-001	
1.09676658e+001	6.48887432e-001	
1.10310627e+001	6.62870512e-001	
1.10944597e+001	6.76526152e-001	
1.11578566e+001	6.82210070e-001	
1.12212535e+001	6.87671741e-001	
1.12846504e+001	6.86959549e-001	
1.13480473e+001	6.86247358e-001	
1.14114442e+001	6.86560429e-001	
1.14748411e+001	6.86924349e-001	
1.15382380e+001	6.87127171e-001	
1.16016350e+001	6.87306117e-001	
1.16650319e+001	6.87362731e-001	
1.17284288e+001	6.87357021e-001	
1.17918257e+001	6.87420205e-001	
1.18552226e+001	6.87511962e-001	
1.19186195e+001	6.87594793e-001	
1.19820164e+001	6.87672260e-001	
1.20454133e+001	6.87757014e-001	
1.21088103e+001	6.87847904e-001	
1.21722072e+001	6.87864713e-001	
1.22356041e+001	6.87771028e-001	
1.22990010e+001	6.87884058e-001	
1.23623979e+001	6.88335566e-001	
1.24257948e+001	6.88642626e-001	
1.24891917e+001	6.88608150e-001	
1.25525886e+001	6.88588999e-001	
1.26159856e+001	6.88625693e-001	
1.26793825e+001	6.88665214e-001	
1.27427794e+001	6.88700885e-001	
1.28061763e+001	6.88740228e-001	
1.28695732e+001	6.88847357e-001	
1.29329701e+001	6.88954486e-001	
1.29963670e+001	6.88984814e-001	
1.30597639e+001	6.89012723e-001	
1.31231609e+001	6.89040632e-001	
1.31865578e+001	6.89068540e-001	
1.32499547e+001	6.89179021e-001	
1.33133516e+001	6.89307231e-001	
1.33767485e+001	6.89554285e-001	
1.34401454e+001	6.89846736e-001	
1.35035423e+001	6.89943163e-001	
1.35669392e+001	6.89930121e-001	
1.36303362e+001	6.89917079e-001	
1.36937331e+001	6.89904037e-001	
1.37571300e+001	6.89929307e-001	
1.38205269e+001	6.89991329e-001	
1.38839238e+001	6.90088772e-001	
1.39473207e+001	6.90240284e-001	
1.40107176e+001	6.90390526e-001	
1.40741145e+001	6.90538001e-001	
1.41375114e+001	6.90643915e-001	
1.42009084e+001	6.90612178e-001	
1.42643053e+001	6.90593705e-001	
1.43277022e+001	6.90601542e-001	
1.43910991e+001	6.90619704e-001	
1.44544960e+001	6.90779348e-001	
1.45178929e+001	6.90938992e-001	
1.45812898e+001	6.91107604e-001	
1.46446867e+001	6.91276340e-001	
1.47080837e+001	6.91274176e-001	
1.47714806e+001	6.91253891e-001	
1.48348775e+001	6.91281916e-001	
1.48982744e+001	6.91309806e-001	
1.49616713e+001	6.91441725e-001	
1.50250682e+001	6.91610151e-001	
1.50884651e+001	6.91768635e-001	
1.51518620e+001	6.91921954e-001	
1.52152590e+001	6.91980453e-001	
1.52786559e+001	6.91969255e-001	
1.53420528e+001	6.91911181e-001	
1.54054497e+001	6.91788546e-001	
1.54688466e+001	6.91842177e-001	
1.55322435e+001	6.92146877e-001	
1.55956404e+001	6.92390607e-001	
1.56590373e+001	6.92510835e-001	
1.57224343e+001	6.92610526e-001	
1.57858312e+001	6.92648124e-001	
1.58492281e+001	6.92691041e-001	
1.59126250e+001	6.92725805e-001	
1.59760219e+001	6.92769818e-001	
1.60394188e+001	6.92913772e-001	
1.61028157e+001	6.93057998e-001	
1.61662126e+001	6.93298137e-001	
1.62296096e+001	6.93538276e-001	
1.62930065e+001	6.93547577e-001	
1.63564034e+001	6.93537030e-001	
1.64198003e+001	6.93398769e-001	
1.64831972e+001	6.93222684e-001	
1.65465941e+001	6.93405012e-001	
1.66099910e+001	6.93702428e-001	
1.66733879e+001	6.93933027e-001	
1.67367849e+001	6.94131450e-001	
1.68001818e+001	6.94239819e-001	
1.68635787e+001	6.94286392e-001	
1.69269756e+001	6.94236508e-001	
1.69903725e+001	6.94072618e-001	
1.70537694e+001	6.94108688e-001	
1.71171663e+001	6.94410728e-001	
1.71805632e+001	6.94671269e-001	
1.72439602e+001	6.94853780e-001	
1.73073571e+001	6.95010999e-001	
1.73707540e+001	6.95098159e-001	
1.74341509e+001	6.95172653e-001	
1.74975478e+001	6.95134304e-001	
1.75609447e+001	6.95110571e-001	
1.76243416e+001	6.95216407e-001	
1.76877385e+001	6.95322076e-001	
1.77511355e+001	6.95418899e-001	
1.78145324e+001	6.95515721e-001	
1.78779293e+001	6.95731031e-001	
1.79413262e+001	6.95954237e-001	
1.80047231e+001	6.95934778e-001	
1.80681200e+001	6.95865721e-001	
1.81315169e+001	6.95958830e-001	
1.81949138e+001	6.96099398e-001	
1.82583108e+001	6.96262021e-001	
1.83217077e+001	6.96434467e-001	
1.83851046e+001	6.96514854e-001	
1.84485015e+001	6.96536314e-001	
1.85118984e+001	6.96610403e-001	
1.85752953e+001	6.96699701e-001	
1.86386922e+001	6.96788999e-001	
1.87020891e+001	6.96878297e-001	
1.87654860e+001	6.96980835e-001	
1.88288830e+001	6.97106516e-001	
1.88922799e+001	6.97232198e-001	
1.89556768e+001	6.97357879e-001	
1.90190737e+001	6.97481155e-001	
1.90824706e+001	6.97553706e-001	
1.91458675e+001	6.97626258e-001	
1.92092644e+001	6.97698810e-001	
1.92726613e+001	6.97774197e-001	
1.93360583e+001	6.97925055e-001	
1.93994552e+001	6.98075914e-001	
1.94628521e+001	6.97973192e-001	
1.95262490e+001	6.97858290e-001	
1.95896459e+001	6.98020954e-001	
1.96530428e+001	6.98195539e-001	
1.97164397e+001	6.98489201e-001	
1.97798366e+001	6.98814465e-001	
1.98432336e+001	6.98904307e-001	
1.99066305e+001	6.98897208e-001	
1.99700274e+001	6.98799562e-001	
2.00334243e+001	6.98647908e-001	
2.00968212e+001	6.98695356e-001	
2.01602181e+001	6.98860165e-001	
2.02236150e+001	6.99131027e-001	
2.02870119e+001	6.99525144e-001	
2.03504089e+001	6.99727564e-001	
2.04138058e+001	6.99617946e-001	
2.04772027e+001	6.99576515e-001	
2.05405996e+001	6.99695247e-001	
2.06039965e+001	6.99820426e-001	
2.06673934e+001	6.99884623e-001	
2.07307903e+001	6.99959851e-001	
2.07941872e+001	7.00105906e-001	
2.08575842e+001	7.00255983e-001	
2.09209811e+001	7.00478319e-001	
2.09843780e+001	7.00700655e-001	
2.10477749e+001	7.00393140e-001	
2.11111718e+001	7.00069715e-001	
2.11745687e+001	6.99676931e-001	
2.12379656e+001	6.99141783e-001	
2.13013625e+001	6.98606635e-001	
2.13647595e+001	6.98071488e-001	
2.14281564e+001	6.95081384e-001	
2.14915533e+001	6.91160177e-001	
2.15549502e+001	6.79855822e-001	
2.16183471e+001	6.64453476e-001	
2.16817440e+001	6.35784487e-001	
2.17451409e+001	5.93528138e-001	
2.18085378e+001	5.46451724e-001	
2.18719348e+001	4.94135712e-001	
2.19353317e+001	4.51369525e-001	
2.19987286e+001	4.23094903e-001	
2.20621255e+001	3.94820282e-001	
2.21255224e+001	3.66545661e-001	
